,task,submission,n_rows,path,fold
6468,03263,024322887,38,/Dataset/group22/processed/more_cpp_2/results/p03263_s024322887.opcstats,train
6469,03017,034039880,12,/Dataset/group22/processed/more_cpp_2/results/p03017_s034039880.opcstats,train
6470,02598,035474561,14,/Dataset/group22/processed/more_cpp_2/results/p02598_s035474561.opcstats,train
6471,03262,052581805,92,/Dataset/group22/processed/more_cpp_2/results/p03262_s052581805.opcstats,train
6472,02779,040331130,77,/Dataset/group22/processed/more_cpp_2/results/p02779_s040331130.opcstats,train
6473,03208,005859248,41,/Dataset/group22/processed/more_cpp_2/results/p03208_s005859248.opcstats,test
6474,03679,046489373,28,/Dataset/group22/processed/more_cpp_2/results/p03679_s046489373.opcstats,train
6475,03229,042411609,45,/Dataset/group22/processed/more_cpp_2/results/p03229_s042411609.opcstats,train
6476,02578,036088171,35,/Dataset/group22/processed/more_cpp_2/results/p02578_s036088171.opcstats,train
6477,03633,016675549,14,/Dataset/group22/processed/more_cpp_2/results/p03633_s016675549.opcstats,eval
6478,02863,078082921,42,/Dataset/group22/processed/more_cpp_2/results/p02863_s078082921.opcstats,eval
6479,03038,030313570,86,/Dataset/group22/processed/more_cpp_2/results/p03038_s030313570.opcstats,train
6480,03293,012612018,46,/Dataset/group22/processed/more_cpp_2/results/p03293_s012612018.opcstats,train
6481,03919,073021059,19,/Dataset/group22/processed/more_cpp_2/results/p03919_s073021059.opcstats,train
6482,03216,018212146,11,/Dataset/group22/processed/more_cpp_2/results/p03216_s018212146.opcstats,train
6483,03816,019776118,13,/Dataset/group22/processed/more_cpp_2/results/p03816_s019776118.opcstats,eval
6484,03699,021014052,35,/Dataset/group22/processed/more_cpp_2/results/p03699_s021014052.opcstats,train
6485,03575,033693841,68,/Dataset/group22/processed/more_cpp_2/results/p03575_s033693841.opcstats,train
6486,03475,060552988,28,/Dataset/group22/processed/more_cpp_2/results/p03475_s060552988.opcstats,train
6487,03566,004163745,32,/Dataset/group22/processed/more_cpp_2/results/p03566_s004163745.opcstats,train
6488,02272,017804104,32,/Dataset/group22/processed/more_cpp_2/results/p02272_s017804104.opcstats,train
6489,03201,028740874,101,/Dataset/group22/processed/more_cpp_2/results/p03201_s028740874.opcstats,train
6490,02925,043210456,60,/Dataset/group22/processed/more_cpp_2/results/p02925_s043210456.opcstats,train
6491,02726,075884742,41,/Dataset/group22/processed/more_cpp_2/results/p02726_s075884742.opcstats,test
6492,02891,008717840,12,/Dataset/group22/processed/more_cpp_2/results/p02891_s008717840.opcstats,train
6493,03430,039459207,11,/Dataset/group22/processed/more_cpp_2/results/p03430_s039459207.opcstats,eval
6494,02935,034415682,41,/Dataset/group22/processed/more_cpp_2/results/p02935_s034415682.opcstats,train
6495,02856,017429479,11,/Dataset/group22/processed/more_cpp_2/results/p02856_s017429479.opcstats,train
6496,04012,030248898,11,/Dataset/group22/processed/more_cpp_2/results/p04012_s030248898.opcstats,train
6497,03573,016028293,40,/Dataset/group22/processed/more_cpp_2/results/p03573_s016028293.opcstats,train
6498,03045,010880968,25,/Dataset/group22/processed/more_cpp_2/results/p03045_s010880968.opcstats,test
6499,03262,049607647,55,/Dataset/group22/processed/more_cpp_2/results/p03262_s049607647.opcstats,train
6500,03425,021283874,32,/Dataset/group22/processed/more_cpp_2/results/p03425_s021283874.opcstats,train
6501,02287,018747846,14,/Dataset/group22/processed/more_cpp_2/results/p02287_s018747846.opcstats,eval
6502,03504,001143585,62,/Dataset/group22/processed/more_cpp_2/results/p03504_s001143585.opcstats,train
6503,04019,037589827,44,/Dataset/group22/processed/more_cpp_2/results/p04019_s037589827.opcstats,train
6504,04045,028686479,11,/Dataset/group22/processed/more_cpp_2/results/p04045_s028686479.opcstats,test
6505,03374,024874623,43,/Dataset/group22/processed/more_cpp_2/results/p03374_s024874623.opcstats,eval
6506,03643,000301793,22,/Dataset/group22/processed/more_cpp_2/results/p03643_s000301793.opcstats,train
6507,03030,046220083,34,/Dataset/group22/processed/more_cpp_2/results/p03030_s046220083.opcstats,test
6508,02856,041261238,12,/Dataset/group22/processed/more_cpp_2/results/p02856_s041261238.opcstats,train
6509,02845,037202459,36,/Dataset/group22/processed/more_cpp_2/results/p02845_s037202459.opcstats,train
6510,02603,005480372,11,/Dataset/group22/processed/more_cpp_2/results/p02603_s005480372.opcstats,train
6511,03945,023109606,24,/Dataset/group22/processed/more_cpp_2/results/p03945_s023109606.opcstats,train
6512,03207,007043652,11,/Dataset/group22/processed/more_cpp_2/results/p03207_s007043652.opcstats,eval
6513,02646,062929912,11,/Dataset/group22/processed/more_cpp_2/results/p02646_s062929912.opcstats,eval
6514,02264,018345157,39,/Dataset/group22/processed/more_cpp_2/results/p02264_s018345157.opcstats,train
6515,03624,038365160,45,/Dataset/group22/processed/more_cpp_2/results/p03624_s038365160.opcstats,train
6516,03060,014387842,14,/Dataset/group22/processed/more_cpp_2/results/p03060_s014387842.opcstats,test
6517,03049,038735808,23,/Dataset/group22/processed/more_cpp_2/results/p03049_s038735808.opcstats,train
6518,03703,001188624,125,/Dataset/group22/processed/more_cpp_2/results/p03703_s001188624.opcstats,train
6519,02585,028446199,23,/Dataset/group22/processed/more_cpp_2/results/p02585_s028446199.opcstats,train
6520,03962,024030053,12,/Dataset/group22/processed/more_cpp_2/results/p03962_s024030053.opcstats,train
6521,03007,035171930,44,/Dataset/group22/processed/more_cpp_2/results/p03007_s035171930.opcstats,train
6522,00006,015362133,18,/Dataset/group22/processed/more_cpp_2/results/p00006_s015362133.opcstats,train
6523,02418,032663986,28,/Dataset/group22/processed/more_cpp_2/results/p02418_s032663986.opcstats,train
6524,03801,051247079,49,/Dataset/group22/processed/more_cpp_2/results/p03801_s051247079.opcstats,train
6525,04044,022407883,65,/Dataset/group22/processed/more_cpp_2/results/p04044_s022407883.opcstats,train
6526,03602,005552872,61,/Dataset/group22/processed/more_cpp_2/results/p03602_s005552872.opcstats,train
6527,02598,015655331,25,/Dataset/group22/processed/more_cpp_2/results/p02598_s015655331.opcstats,train
6528,02928,027301022,15,/Dataset/group22/processed/more_cpp_2/results/p02928_s027301022.opcstats,train
6529,03295,026373066,45,/Dataset/group22/processed/more_cpp_2/results/p03295_s026373066.opcstats,test
6530,02881,057574448,49,/Dataset/group22/processed/more_cpp_2/results/p02881_s057574448.opcstats,train
6531,03663,047197799,12,/Dataset/group22/processed/more_cpp_2/results/p03663_s047197799.opcstats,train
6532,03661,047106102,15,/Dataset/group22/processed/more_cpp_2/results/p03661_s047106102.opcstats,test
6533,03018,007691016,23,/Dataset/group22/processed/more_cpp_2/results/p03018_s007691016.opcstats,train
6534,03221,020663663,105,/Dataset/group22/processed/more_cpp_2/results/p03221_s020663663.opcstats,train
6535,03993,029989113,12,/Dataset/group22/processed/more_cpp_2/results/p03993_s029989113.opcstats,train
6536,03534,025151642,12,/Dataset/group22/processed/more_cpp_2/results/p03534_s025151642.opcstats,train
6537,03486,033840383,39,/Dataset/group22/processed/more_cpp_2/results/p03486_s033840383.opcstats,train
6538,03261,012479619,58,/Dataset/group22/processed/more_cpp_2/results/p03261_s012479619.opcstats,test
6539,03289,059671907,14,/Dataset/group22/processed/more_cpp_2/results/p03289_s059671907.opcstats,eval
6540,03731,006927494,13,/Dataset/group22/processed/more_cpp_2/results/p03731_s006927494.opcstats,train
6541,02756,012478703,37,/Dataset/group22/processed/more_cpp_2/results/p02756_s012478703.opcstats,test
6542,02866,060319483,18,/Dataset/group22/processed/more_cpp_2/results/p02866_s060319483.opcstats,test
6543,03203,045094683,71,/Dataset/group22/processed/more_cpp_2/results/p03203_s045094683.opcstats,train
6544,04045,021963006,56,/Dataset/group22/processed/more_cpp_2/results/p04045_s021963006.opcstats,test
6545,02259,020154672,15,/Dataset/group22/processed/more_cpp_2/results/p02259_s020154672.opcstats,train
6546,00001,022801097,31,/Dataset/group22/processed/more_cpp_2/results/p00001_s022801097.opcstats,train
6547,03747,013102917,44,/Dataset/group22/processed/more_cpp_2/results/p03747_s013102917.opcstats,train
6548,03209,066968300,14,/Dataset/group22/processed/more_cpp_2/results/p03209_s066968300.opcstats,train
6549,03436,028412432,59,/Dataset/group22/processed/more_cpp_2/results/p03436_s028412432.opcstats,eval
6550,03110,015767965,28,/Dataset/group22/processed/more_cpp_2/results/p03110_s015767965.opcstats,train
6551,03862,018473218,15,/Dataset/group22/processed/more_cpp_2/results/p03862_s018473218.opcstats,test
6552,02958,027008835,51,/Dataset/group22/processed/more_cpp_2/results/p02958_s027008835.opcstats,eval
6553,03079,025071551,41,/Dataset/group22/processed/more_cpp_2/results/p03079_s025071551.opcstats,eval
6554,02996,061929441,42,/Dataset/group22/processed/more_cpp_2/results/p02996_s061929441.opcstats,train
6555,03427,017996321,32,/Dataset/group22/processed/more_cpp_2/results/p03427_s017996321.opcstats,train
6556,02814,062164143,241,/Dataset/group22/processed/more_cpp_2/results/p02814_s062164143.opcstats,train
6557,03346,020845949,16,/Dataset/group22/processed/more_cpp_2/results/p03346_s020845949.opcstats,test
6558,02824,000239129,58,/Dataset/group22/processed/more_cpp_2/results/p02824_s000239129.opcstats,train
6559,03166,055900835,18,/Dataset/group22/processed/more_cpp_2/results/p03166_s055900835.opcstats,train
6560,02990,024190359,25,/Dataset/group22/processed/more_cpp_2/results/p02990_s024190359.opcstats,eval
6561,02583,091271286,36,/Dataset/group22/processed/more_cpp_2/results/p02583_s091271286.opcstats,eval
6562,02935,030276870,21,/Dataset/group22/processed/more_cpp_2/results/p02935_s030276870.opcstats,train
6563,03038,001715427,33,/Dataset/group22/processed/more_cpp_2/results/p03038_s001715427.opcstats,train
6564,02984,024007454,12,/Dataset/group22/processed/more_cpp_2/results/p02984_s024007454.opcstats,train
6565,02660,013342069,33,/Dataset/group22/processed/more_cpp_2/results/p02660_s013342069.opcstats,train
6566,03408,020052626,15,/Dataset/group22/processed/more_cpp_2/results/p03408_s020052626.opcstats,test
6567,02317,020433800,19,/Dataset/group22/processed/more_cpp_2/results/p02317_s020433800.opcstats,train
6568,03326,047975332,43,/Dataset/group22/processed/more_cpp_2/results/p03326_s047975332.opcstats,train
6569,00760,049459126,35,/Dataset/group22/processed/more_cpp_2/results/p00760_s049459126.opcstats,train
6570,02817,027134342,22,/Dataset/group22/processed/more_cpp_2/results/p02817_s027134342.opcstats,train
6571,03618,028443737,32,/Dataset/group22/processed/more_cpp_2/results/p03618_s028443737.opcstats,eval
6572,03814,014096180,40,/Dataset/group22/processed/more_cpp_2/results/p03814_s014096180.opcstats,eval
6573,02773,046963926,131,/Dataset/group22/processed/more_cpp_2/results/p02773_s046963926.opcstats,train
6574,02317,063566011,29,/Dataset/group22/processed/more_cpp_2/results/p02317_s063566011.opcstats,train
6575,04001,056187953,41,/Dataset/group22/processed/more_cpp_2/results/p04001_s056187953.opcstats,train
6576,03255,039995520,73,/Dataset/group22/processed/more_cpp_2/results/p03255_s039995520.opcstats,train
6577,03809,012604023,24,/Dataset/group22/processed/more_cpp_2/results/p03809_s012604023.opcstats,train
6578,04021,024890698,72,/Dataset/group22/processed/more_cpp_2/results/p04021_s024890698.opcstats,train
6579,03434,036827863,43,/Dataset/group22/processed/more_cpp_2/results/p03434_s036827863.opcstats,train
6580,03954,030617135,18,/Dataset/group22/processed/more_cpp_2/results/p03954_s030617135.opcstats,train
6581,02660,062449805,19,/Dataset/group22/processed/more_cpp_2/results/p02660_s062449805.opcstats,train
6582,03077,040435885,21,/Dataset/group22/processed/more_cpp_2/results/p03077_s040435885.opcstats,test
6583,03000,035201023,14,/Dataset/group22/processed/more_cpp_2/results/p03000_s035201023.opcstats,test
6584,03183,038064203,53,/Dataset/group22/processed/more_cpp_2/results/p03183_s038064203.opcstats,train
6585,03745,041335795,32,/Dataset/group22/processed/more_cpp_2/results/p03745_s041335795.opcstats,train
6586,03142,020559281,37,/Dataset/group22/processed/more_cpp_2/results/p03142_s020559281.opcstats,train
6587,02546,019755352,21,/Dataset/group22/processed/more_cpp_2/results/p02546_s019755352.opcstats,train
6588,03006,040934910,43,/Dataset/group22/processed/more_cpp_2/results/p03006_s040934910.opcstats,train
6589,04012,016217224,36,/Dataset/group22/processed/more_cpp_2/results/p04012_s016217224.opcstats,train
6590,03042,066472068,28,/Dataset/group22/processed/more_cpp_2/results/p03042_s066472068.opcstats,train
6591,03490,005376479,25,/Dataset/group22/processed/more_cpp_2/results/p03490_s005376479.opcstats,train
6592,02792,003585609,52,/Dataset/group22/processed/more_cpp_2/results/p02792_s003585609.opcstats,eval
6593,03277,078934643,13,/Dataset/group22/processed/more_cpp_2/results/p03277_s078934643.opcstats,eval
6594,02989,059442543,39,/Dataset/group22/processed/more_cpp_2/results/p02989_s059442543.opcstats,test
6595,02850,045862937,90,/Dataset/group22/processed/more_cpp_2/results/p02850_s045862937.opcstats,train
6596,03663,046897506,56,/Dataset/group22/processed/more_cpp_2/results/p03663_s046897506.opcstats,train
6597,03269,068903232,16,/Dataset/group22/processed/more_cpp_2/results/p03269_s068903232.opcstats,train
6598,02260,002523443,17,/Dataset/group22/processed/more_cpp_2/results/p02260_s002523443.opcstats,eval
6599,02851,050080666,43,/Dataset/group22/processed/more_cpp_2/results/p02851_s050080666.opcstats,eval
6600,03074,050789954,28,/Dataset/group22/processed/more_cpp_2/results/p03074_s050789954.opcstats,train
6601,02824,032087281,35,/Dataset/group22/processed/more_cpp_2/results/p02824_s032087281.opcstats,train
6602,03430,039067302,21,/Dataset/group22/processed/more_cpp_2/results/p03430_s039067302.opcstats,eval
6603,03722,051781679,26,/Dataset/group22/processed/more_cpp_2/results/p03722_s051781679.opcstats,train
6604,03768,047528129,19,/Dataset/group22/processed/more_cpp_2/results/p03768_s047528129.opcstats,train
6605,04021,018474438,65,/Dataset/group22/processed/more_cpp_2/results/p04021_s018474438.opcstats,train
6606,02934,029654781,12,/Dataset/group22/processed/more_cpp_2/results/p02934_s029654781.opcstats,test
6607,03240,032083393,47,/Dataset/group22/processed/more_cpp_2/results/p03240_s032083393.opcstats,train
6608,03343,050688394,60,/Dataset/group22/processed/more_cpp_2/results/p03343_s050688394.opcstats,eval
6609,03060,025743316,154,/Dataset/group22/processed/more_cpp_2/results/p03060_s025743316.opcstats,test
6610,03032,066326715,53,/Dataset/group22/processed/more_cpp_2/results/p03032_s066326715.opcstats,train
6611,00018,030548671,32,/Dataset/group22/processed/more_cpp_2/results/p00018_s030548671.opcstats,test
6612,03362,073563407,23,/Dataset/group22/processed/more_cpp_2/results/p03362_s073563407.opcstats,train
6613,02757,065388151,41,/Dataset/group22/processed/more_cpp_2/results/p02757_s065388151.opcstats,train
6614,02660,004818793,20,/Dataset/group22/processed/more_cpp_2/results/p02660_s004818793.opcstats,train
6615,03026,050638878,88,/Dataset/group22/processed/more_cpp_2/results/p03026_s050638878.opcstats,train
6616,04012,041753497,34,/Dataset/group22/processed/more_cpp_2/results/p04012_s041753497.opcstats,train
6617,02556,035323874,42,/Dataset/group22/processed/more_cpp_2/results/p02556_s035323874.opcstats,train
6618,03096,060543217,33,/Dataset/group22/processed/more_cpp_2/results/p03096_s060543217.opcstats,train
6619,03241,008749915,65,/Dataset/group22/processed/more_cpp_2/results/p03241_s008749915.opcstats,train
6620,02706,004124854,11,/Dataset/group22/processed/more_cpp_2/results/p02706_s004124854.opcstats,train
6621,03074,009280173,27,/Dataset/group22/processed/more_cpp_2/results/p03074_s009280173.opcstats,train
6622,03127,041340504,33,/Dataset/group22/processed/more_cpp_2/results/p03127_s041340504.opcstats,train
6623,03149,006820146,43,/Dataset/group22/processed/more_cpp_2/results/p03149_s006820146.opcstats,train
6624,00001,053557410,31,/Dataset/group22/processed/more_cpp_2/results/p00001_s053557410.opcstats,train
6625,03724,062933914,12,/Dataset/group22/processed/more_cpp_2/results/p03724_s062933914.opcstats,train
6626,03618,002051829,56,/Dataset/group22/processed/more_cpp_2/results/p03618_s002051829.opcstats,eval
6627,03018,050183589,32,/Dataset/group22/processed/more_cpp_2/results/p03018_s050183589.opcstats,train
6628,03703,052493566,58,/Dataset/group22/processed/more_cpp_2/results/p03703_s052493566.opcstats,train
6629,03090,013149601,16,/Dataset/group22/processed/more_cpp_2/results/p03090_s013149601.opcstats,train
6630,03816,033255685,35,/Dataset/group22/processed/more_cpp_2/results/p03816_s033255685.opcstats,eval
6631,02602,008786481,12,/Dataset/group22/processed/more_cpp_2/results/p02602_s008786481.opcstats,train
6632,02613,007895595,13,/Dataset/group22/processed/more_cpp_2/results/p02613_s007895595.opcstats,train
6633,02269,046430805,41,/Dataset/group22/processed/more_cpp_2/results/p02269_s046430805.opcstats,eval
6634,03769,057338906,29,/Dataset/group22/processed/more_cpp_2/results/p03769_s057338906.opcstats,eval
6635,02287,064699957,19,/Dataset/group22/processed/more_cpp_2/results/p02287_s064699957.opcstats,eval
6636,03167,003702029,14,/Dataset/group22/processed/more_cpp_2/results/p03167_s003702029.opcstats,train
6637,02701,001777097,46,/Dataset/group22/processed/more_cpp_2/results/p02701_s001777097.opcstats,train
6638,02639,048692254,18,/Dataset/group22/processed/more_cpp_2/results/p02639_s048692254.opcstats,train
6639,02629,055194214,29,/Dataset/group22/processed/more_cpp_2/results/p02629_s055194214.opcstats,train
6640,03363,034091786,32,/Dataset/group22/processed/more_cpp_2/results/p03363_s034091786.opcstats,train
6641,03688,046969606,24,/Dataset/group22/processed/more_cpp_2/results/p03688_s046969606.opcstats,train
6642,03973,061400355,14,/Dataset/group22/processed/more_cpp_2/results/p03973_s061400355.opcstats,test
6643,03732,009531591,60,/Dataset/group22/processed/more_cpp_2/results/p03732_s009531591.opcstats,train
6644,02924,038048734,19,/Dataset/group22/processed/more_cpp_2/results/p02924_s038048734.opcstats,eval
6645,03017,061315660,15,/Dataset/group22/processed/more_cpp_2/results/p03017_s061315660.opcstats,train
6646,03605,003013683,48,/Dataset/group22/processed/more_cpp_2/results/p03605_s003013683.opcstats,eval
6647,03202,053743198,35,/Dataset/group22/processed/more_cpp_2/results/p03202_s053743198.opcstats,train
6648,03809,040173817,32,/Dataset/group22/processed/more_cpp_2/results/p03809_s040173817.opcstats,train
6649,02923,011456404,36,/Dataset/group22/processed/more_cpp_2/results/p02923_s011456404.opcstats,train
6650,02263,001427717,36,/Dataset/group22/processed/more_cpp_2/results/p02263_s001427717.opcstats,train
6651,03095,024953690,51,/Dataset/group22/processed/more_cpp_2/results/p03095_s024953690.opcstats,train
6652,00480,045306772,17,/Dataset/group22/processed/more_cpp_2/results/p00480_s045306772.opcstats,test
6653,03247,050220714,22,/Dataset/group22/processed/more_cpp_2/results/p03247_s050220714.opcstats,train
6654,03074,007760621,32,/Dataset/group22/processed/more_cpp_2/results/p03074_s007760621.opcstats,train
6655,03668,055829894,16,/Dataset/group22/processed/more_cpp_2/results/p03668_s055829894.opcstats,train
6656,02853,045701759,55,/Dataset/group22/processed/more_cpp_2/results/p02853_s045701759.opcstats,eval
6657,03006,017839324,46,/Dataset/group22/processed/more_cpp_2/results/p03006_s017839324.opcstats,train
6658,03804,032011916,32,/Dataset/group22/processed/more_cpp_2/results/p03804_s032011916.opcstats,test
6659,03298,014292605,46,/Dataset/group22/processed/more_cpp_2/results/p03298_s014292605.opcstats,train
6660,02239,014163150,40,/Dataset/group22/processed/more_cpp_2/results/p02239_s014163150.opcstats,test
6661,04021,062686049,47,/Dataset/group22/processed/more_cpp_2/results/p04021_s062686049.opcstats,train
6662,03174,002210069,14,/Dataset/group22/processed/more_cpp_2/results/p03174_s002210069.opcstats,train
6663,03046,000651282,35,/Dataset/group22/processed/more_cpp_2/results/p03046_s000651282.opcstats,train
6664,03262,033220768,54,/Dataset/group22/processed/more_cpp_2/results/p03262_s033220768.opcstats,train
6665,02676,022115822,23,/Dataset/group22/processed/more_cpp_2/results/p02676_s022115822.opcstats,eval
6666,02393,003139247,30,/Dataset/group22/processed/more_cpp_2/results/p02393_s003139247.opcstats,train
6667,03048,003410363,41,/Dataset/group22/processed/more_cpp_2/results/p03048_s003410363.opcstats,train
6668,03801,058511192,65,/Dataset/group22/processed/more_cpp_2/results/p03801_s058511192.opcstats,train
6669,02792,043504662,31,/Dataset/group22/processed/more_cpp_2/results/p02792_s043504662.opcstats,eval
6670,02602,025418539,11,/Dataset/group22/processed/more_cpp_2/results/p02602_s025418539.opcstats,train
6671,03417,053028111,31,/Dataset/group22/processed/more_cpp_2/results/p03417_s053028111.opcstats,train
6672,03200,027613427,21,/Dataset/group22/processed/more_cpp_2/results/p03200_s027613427.opcstats,train
6673,02914,039919290,25,/Dataset/group22/processed/more_cpp_2/results/p02914_s039919290.opcstats,test
6674,02262,032975962,19,/Dataset/group22/processed/more_cpp_2/results/p02262_s032975962.opcstats,eval
6675,03857,055862339,38,/Dataset/group22/processed/more_cpp_2/results/p03857_s055862339.opcstats,train
6676,02546,035064598,23,/Dataset/group22/processed/more_cpp_2/results/p02546_s035064598.opcstats,train
6677,02787,043928764,11,/Dataset/group22/processed/more_cpp_2/results/p02787_s043928764.opcstats,train
6678,03523,039671894,54,/Dataset/group22/processed/more_cpp_2/results/p03523_s039671894.opcstats,train
6679,03160,018565562,12,/Dataset/group22/processed/more_cpp_2/results/p03160_s018565562.opcstats,train
6680,02914,017072017,15,/Dataset/group22/processed/more_cpp_2/results/p02914_s017072017.opcstats,test
6681,02556,039191887,56,/Dataset/group22/processed/more_cpp_2/results/p02556_s039191887.opcstats,train
6682,02919,032844131,69,/Dataset/group22/processed/more_cpp_2/results/p02919_s032844131.opcstats,train
6683,03696,051582534,30,/Dataset/group22/processed/more_cpp_2/results/p03696_s051582534.opcstats,train
6684,02791,001234456,12,/Dataset/group22/processed/more_cpp_2/results/p02791_s001234456.opcstats,eval
6685,03092,042313222,33,/Dataset/group22/processed/more_cpp_2/results/p03092_s042313222.opcstats,train
6686,03287,050259235,50,/Dataset/group22/processed/more_cpp_2/results/p03287_s050259235.opcstats,test
6687,03170,001870296,35,/Dataset/group22/processed/more_cpp_2/results/p03170_s001870296.opcstats,test
6688,03416,020792191,25,/Dataset/group22/processed/more_cpp_2/results/p03416_s020792191.opcstats,eval
6689,03435,040886611,22,/Dataset/group22/processed/more_cpp_2/results/p03435_s040886611.opcstats,test
6690,03695,039909402,14,/Dataset/group22/processed/more_cpp_2/results/p03695_s039909402.opcstats,train
6691,02806,046220007,51,/Dataset/group22/processed/more_cpp_2/results/p02806_s046220007.opcstats,train
6692,03224,062207159,18,/Dataset/group22/processed/more_cpp_2/results/p03224_s062207159.opcstats,eval
6693,04047,037999465,40,/Dataset/group22/processed/more_cpp_2/results/p04047_s037999465.opcstats,train
6694,02935,048453683,43,/Dataset/group22/processed/more_cpp_2/results/p02935_s048453683.opcstats,train
6695,02722,053888337,52,/Dataset/group22/processed/more_cpp_2/results/p02722_s053888337.opcstats,train
6696,03103,040528220,90,/Dataset/group22/processed/more_cpp_2/results/p03103_s040528220.opcstats,train
6697,02747,034390711,17,/Dataset/group22/processed/more_cpp_2/results/p02747_s034390711.opcstats,train
6698,02952,053492881,24,/Dataset/group22/processed/more_cpp_2/results/p02952_s053492881.opcstats,train
6699,02715,021349987,13,/Dataset/group22/processed/more_cpp_2/results/p02715_s021349987.opcstats,train
6700,03174,015371407,38,/Dataset/group22/processed/more_cpp_2/results/p03174_s015371407.opcstats,train
6701,03721,034404269,40,/Dataset/group22/processed/more_cpp_2/results/p03721_s034404269.opcstats,train
6702,03919,022538305,11,/Dataset/group22/processed/more_cpp_2/results/p03919_s022538305.opcstats,train
6703,02284,032343254,22,/Dataset/group22/processed/more_cpp_2/results/p02284_s032343254.opcstats,test
6704,03207,021007004,31,/Dataset/group22/processed/more_cpp_2/results/p03207_s021007004.opcstats,eval
6705,02973,028861770,19,/Dataset/group22/processed/more_cpp_2/results/p02973_s028861770.opcstats,test
6706,02720,027289409,30,/Dataset/group22/processed/more_cpp_2/results/p02720_s027289409.opcstats,eval
6707,03769,037193131,18,/Dataset/group22/processed/more_cpp_2/results/p03769_s037193131.opcstats,eval
6708,03465,044770470,28,/Dataset/group22/processed/more_cpp_2/results/p03465_s044770470.opcstats,eval
6709,03146,006709666,15,/Dataset/group22/processed/more_cpp_2/results/p03146_s006709666.opcstats,train
6710,02948,018229557,34,/Dataset/group22/processed/more_cpp_2/results/p02948_s018229557.opcstats,eval
6711,02912,061025084,24,/Dataset/group22/processed/more_cpp_2/results/p02912_s061025084.opcstats,test
6712,03439,017404646,15,/Dataset/group22/processed/more_cpp_2/results/p03439_s017404646.opcstats,train
6713,03425,034459979,12,/Dataset/group22/processed/more_cpp_2/results/p03425_s034459979.opcstats,train
6714,02779,023296934,13,/Dataset/group22/processed/more_cpp_2/results/p02779_s023296934.opcstats,train
6715,04006,090913483,13,/Dataset/group22/processed/more_cpp_2/results/p04006_s090913483.opcstats,train
6716,03577,054881451,15,/Dataset/group22/processed/more_cpp_2/results/p03577_s054881451.opcstats,train
6717,03213,024680198,27,/Dataset/group22/processed/more_cpp_2/results/p03213_s024680198.opcstats,train
6718,03208,057004516,32,/Dataset/group22/processed/more_cpp_2/results/p03208_s057004516.opcstats,test
6719,02812,034472275,24,/Dataset/group22/processed/more_cpp_2/results/p02812_s034472275.opcstats,train
6720,02370,058629602,20,/Dataset/group22/processed/more_cpp_2/results/p02370_s058629602.opcstats,train
6721,01554,007119885,53,/Dataset/group22/processed/more_cpp_2/results/p01554_s007119885.opcstats,train
6722,03171,015414899,20,/Dataset/group22/processed/more_cpp_2/results/p03171_s015414899.opcstats,test
6723,03645,055890906,48,/Dataset/group22/processed/more_cpp_2/results/p03645_s055890906.opcstats,train
6724,00710,004627560,24,/Dataset/group22/processed/more_cpp_2/results/p00710_s004627560.opcstats,train
6725,03032,054710393,55,/Dataset/group22/processed/more_cpp_2/results/p03032_s054710393.opcstats,train
6726,00029,040081096,53,/Dataset/group22/processed/more_cpp_2/results/p00029_s040081096.opcstats,train
6727,02760,047809400,43,/Dataset/group22/processed/more_cpp_2/results/p02760_s047809400.opcstats,eval
6728,01554,026413804,19,/Dataset/group22/processed/more_cpp_2/results/p01554_s026413804.opcstats,train
6729,03073,010973828,19,/Dataset/group22/processed/more_cpp_2/results/p03073_s010973828.opcstats,train
6730,02910,016141470,13,/Dataset/group22/processed/more_cpp_2/results/p02910_s016141470.opcstats,train
6731,03054,022759145,23,/Dataset/group22/processed/more_cpp_2/results/p03054_s022759145.opcstats,train
6732,03017,022466341,34,/Dataset/group22/processed/more_cpp_2/results/p03017_s022466341.opcstats,train
6733,02909,014042754,39,/Dataset/group22/processed/more_cpp_2/results/p02909_s014042754.opcstats,train
6734,03487,000222471,30,/Dataset/group22/processed/more_cpp_2/results/p03487_s000222471.opcstats,eval
6735,03255,028268859,18,/Dataset/group22/processed/more_cpp_2/results/p03255_s028268859.opcstats,train
6736,03062,034242193,19,/Dataset/group22/processed/more_cpp_2/results/p03062_s034242193.opcstats,test
6737,02775,021559881,11,/Dataset/group22/processed/more_cpp_2/results/p02775_s021559881.opcstats,train
6738,03362,026009709,27,/Dataset/group22/processed/more_cpp_2/results/p03362_s026009709.opcstats,train
6739,03952,045183643,27,/Dataset/group22/processed/more_cpp_2/results/p03952_s045183643.opcstats,test
6740,02346,060245620,21,/Dataset/group22/processed/more_cpp_2/results/p02346_s060245620.opcstats,eval
6741,03672,012897900,22,/Dataset/group22/processed/more_cpp_2/results/p03672_s012897900.opcstats,train
6742,03688,030802239,45,/Dataset/group22/processed/more_cpp_2/results/p03688_s030802239.opcstats,train
6743,03060,008164000,13,/Dataset/group22/processed/more_cpp_2/results/p03060_s008164000.opcstats,test
6744,02743,049022923,34,/Dataset/group22/processed/more_cpp_2/results/p02743_s049022923.opcstats,train
6745,03183,050905285,38,/Dataset/group22/processed/more_cpp_2/results/p03183_s050905285.opcstats,train
